7.500000000000000000e+01,1.120480311728609377e+04
8.392857142857143060e+01,9.860215699460848555e+03
9.285714285714286120e+01,8.661721575371731888e+03
1.017857142857142776e+02,7.598244470060704771e+03
1.107142857142857224e+02,6.658708108569728211e+03
1.196428571428571388e+02,5.832036215940770489e+03
1.285714285714285552e+02,5.107152517215792614e+03
1.375000000000000000e+02,4.472980737436755589e+03
1.464285714285714448e+02,3.918444601645627699e+03
1.553571428571428612e+02,3.432467834884366312e+03
1.642857142857142776e+02,3.003974162194943347e+03
1.732142857142857224e+02,2.621887308619312535e+03
1.821428571428571388e+02,2.275130999199442158e+03
1.910714285714285552e+02,1.952628958977300499e+03
2.000000000000000000e+02,1.643304912994834012e+03
